cav_rate,model,scenario,total_vehicles,avg_travel_time,avg_delay,lc_cnt,collisions,max_queue,jerk_p95,jerk_comfort_violation_rate,delay_gini
70,Game (Ours),Game_Ours_3600pcu_h,204,155.13,30.33,117,0,35,0.0,0.0,0.4342
70,SUMO Default,SUMO_Default_1200pcu_h,61,149.45,20.0,0,0,10,16.6595,0.5673,0.6792
70,SUMO Default,SUMO_Default_1200pcu_h,61,149.45,20.0,0,0,10,16.6595,0.5673,0.6792
70,SUMO Default,SUMO_Default_1200pcu_h,61,149.45,20.0,0,0,10,16.6595,0.5673,0.6792
70,SUMO Default,SUMO_Default_2000pcu_h,35,138.83,9.75,0,0,54,14.9422,0.2971,0.7567
70,SUMO Default,SUMO_Default_2000pcu_h,35,138.83,9.75,0,0,54,14.9422,0.2971,0.7567
70,SUMO Default,SUMO_Default_2000pcu_h,35,138.83,9.75,0,0,54,14.9422,0.2971,0.7567
70,SUMO Default,SUMO_Default_2800pcu_h,41,137.69,9.42,0,2,72,14.9571,0.2672,0.5166
70,SUMO Default,SUMO_Default_2800pcu_h,41,137.69,9.42,0,2,72,14.9571,0.2672,0.5166
70,SUMO Default,SUMO_Default_2800pcu_h,41,137.69,9.42,0,2,72,14.9571,0.2672,0.5166
70,SUMO Default,SUMO_Default_3600pcu_h,57,161.82,33.95,0,0,92,16.5645,0.2957,0.4053
70,SUMO Default,SUMO_Default_3600pcu_h,57,161.82,33.95,0,0,92,16.5645,0.2957,0.4053
70,SUMO Default,SUMO_Default_3600pcu_h,57,161.82,33.95,0,0,92,16.5645,0.2957,0.4053
70,Rule-Based,Rule-Based_1200pcu_h,3,118.2,-0.36,35,2,17,5.4021,0.0637,0.0
70,Rule-Based,Rule-Based_1200pcu_h,3,118.2,-0.36,35,2,17,4.385,0.0542,0.0
70,Rule-Based,Rule-Based_1200pcu_h,3,118.2,-0.36,35,2,17,4.0984,0.0524,0.0
70,Rule-Based,Rule-Based_2000pcu_h,3,118.2,-0.35,95,2,24,5.9251,0.0675,0.0
70,Rule-Based,Rule-Based_2000pcu_h,3,118.2,-0.35,143,2,24,5.0915,0.0586,0.0
70,Rule-Based,Rule-Based_2000pcu_h,3,118.2,-0.35,108,2,24,5.2919,0.0621,0.0
70,Rule-Based,Rule-Based_2800pcu_h,3,118.2,-0.35,154,2,33,4.315,0.0564,0.0
70,Rule-Based,Rule-Based_2800pcu_h,3,118.2,-0.35,155,2,32,5.6793,0.0668,0.0
70,Rule-Based,Rule-Based_2800pcu_h,3,118.2,-0.35,148,2,32,5.3908,0.0645,0.0
70,Rule-Based,Rule-Based_3600pcu_h,3,118.2,-0.35,206,2,54,6.67,0.0893,0.0
70,Rule-Based,Rule-Based_3600pcu_h,3,118.2,-0.36,204,2,53,6.5164,0.0859,0.0
70,Rule-Based,Rule-Based_3600pcu_h,3,118.2,-0.35,207,2,53,5.5011,0.0724,0.0
70,No-V2X,No-V2X_1200pcu_h,77,132.52,6.21,21,0,10,0.0,0.0,0.6347
70,No-V2X,No-V2X_1200pcu_h,78,129.61,4.97,35,0,11,0.0,0.0,0.7397
70,No-V2X,No-V2X_1200pcu_h,78,133.27,8.05,22,0,11,0.0,0.0,0.6918
70,No-V2X,No-V2X_2000pcu_h,125,136.16,11.29,36,0,20,0.0,0.0,0.5413
70,No-V2X,No-V2X_2000pcu_h,126,135.77,11.31,61,0,22,0.0,0.0,0.5604
70,No-V2X,No-V2X_2000pcu_h,124,138.47,13.37,40,0,21,0.0,0.0,0.6378
70,No-V2X,No-V2X_2800pcu_h,161,140.14,15.24,53,0,29,0.0,0.0,0.5341
70,No-V2X,No-V2X_2800pcu_h,167,144.06,19.64,56,0,30,0.0,0.0,0.5688
70,No-V2X,No-V2X_2800pcu_h,168,143.66,18.87,64,0,33,0.0,0.0,0.5889
70,No-V2X,No-V2X_3600pcu_h,211,150.93,25.64,84,0,41,0.0,0.0,0.4423
70,No-V2X,No-V2X_3600pcu_h,215,142.43,18.19,81,0,38,0.0,0.0,0.5289
70,No-V2X,No-V2X_3600pcu_h,169,155.92,31.75,108,0,37,0.0,0.0,0.3989
70,DRL (PPO),DRL_PPO_1200pcu_h,75,134.36,7.75,18,0,11,0.0,0.0,0.7124
70,DRL (PPO),DRL_PPO_1200pcu_h,77,128.67,3.93,30,0,11,0.0,0.0,0.7209
70,DRL (PPO),DRL_PPO_1200pcu_h,72,133.59,8.86,20,0,10,0.0,0.0,0.6699
70,DRL (PPO),DRL_PPO_2000pcu_h,127,134.18,9.43,31,0,19,0.0,0.0,0.5741
70,DRL (PPO),DRL_PPO_2000pcu_h,127,134.48,10.01,42,0,19,0.0,0.0,0.5634
70,DRL (PPO),DRL_PPO_2000pcu_h,112,142.09,17.42,43,0,22,0.0,0.0,0.5298
70,DRL (PPO),DRL_PPO_2800pcu_h,159,143.05,18.12,39,0,32,0.0,0.0,0.5664
70,DRL (PPO),DRL_PPO_2800pcu_h,164,140.36,15.95,47,0,29,0.0,0.0,0.5283
70,DRL (PPO),DRL_PPO_2800pcu_h,152,150.42,26.02,58,0,33,0.0,0.0,0.4432
70,DRL (PPO),DRL_PPO_3600pcu_h,214,148.44,23.42,61,0,38,0.0,0.0,0.4192
70,DRL (PPO),DRL_PPO_3600pcu_h,207,144.09,19.95,54,0,42,0.0,0.0,0.516
70,DRL (PPO),DRL_PPO_3600pcu_h,184,163.69,39.23,62,2,39,0.0,0.0,0.4332
100,Game (Ours),Game_Ours_1200pcu_h,74,134.84,3.04,47,0,9,0.0,0.0,0.8783
100,Game (Ours),Game_Ours_1200pcu_h,75,132.9,2.62,41,0,9,0.0,0.0,0.9
100,Game (Ours),Game_Ours_1200pcu_h,76,133.37,2.33,37,0,8,0.0,0.0,0.8106
100,Game (Ours),Game_Ours_2000pcu_h,128,135.61,5.38,69,2,15,0.0,0.0,0.7061
100,Game (Ours),Game_Ours_2000pcu_h,128,134.17,4.44,80,0,13,0.0,0.0,0.6367
100,Game (Ours),Game_Ours_2000pcu_h,125,135.16,4.56,62,0,11,0.0,0.0,0.6511
100,Game (Ours),Game_Ours_2800pcu_h,167,137.58,7.66,127,2,17,0.0,0.0,0.5705
100,Game (Ours),Game_Ours_2800pcu_h,172,136.97,7.45,147,0,19,0.0,0.0,0.5447
100,Game (Ours),Game_Ours_2800pcu_h,177,137.79,7.76,119,0,18,0.0,0.0,0.5242
100,Game (Ours),Game_Ours_3600pcu_h,214,143.71,13.6,188,2,20,0.0,0.0,0.4311
100,Game (Ours),Game_Ours_3600pcu_h,219,140.02,10.63,158,0,27,0.0,0.0,0.4354
100,Game (Ours),Game_Ours_3600pcu_h,220,142.08,12.18,183,0,21,0.0,0.0,0.4296
100,SUMO Default,SUMO_Default_1200pcu_h,61,149.45,20.0,0,0,10,16.6595,0.5673,0.6792
100,SUMO Default,SUMO_Default_1200pcu_h,61,149.45,20.0,0,0,10,16.6595,0.5673,0.6792
100,SUMO Default,SUMO_Default_1200pcu_h,61,149.45,20.0,0,0,10,16.6595,0.5673,0.6792
100,SUMO Default,SUMO_Default_2000pcu_h,35,138.83,9.75,0,0,54,14.9422,0.2971,0.7567
100,SUMO Default,SUMO_Default_2000pcu_h,35,138.83,9.75,0,0,54,14.9422,0.2971,0.7567
100,SUMO Default,SUMO_Default_2000pcu_h,35,138.83,9.75,0,0,54,14.9422,0.2971,0.7567
100,SUMO Default,SUMO_Default_2800pcu_h,41,137.69,9.42,0,2,72,14.9571,0.2672,0.5166
100,SUMO Default,SUMO_Default_2800pcu_h,41,137.69,9.42,0,2,72,14.9571,0.2672,0.5166
100,SUMO Default,SUMO_Default_2800pcu_h,41,137.69,9.42,0,2,72,14.9571,0.2672,0.5166
100,SUMO Default,SUMO_Default_3600pcu_h,57,161.82,33.95,0,0,92,16.5645,0.2957,0.4053
100,SUMO Default,SUMO_Default_3600pcu_h,57,161.82,33.95,0,0,92,16.5645,0.2957,0.4053
100,SUMO Default,SUMO_Default_3600pcu_h,57,161.82,33.95,0,0,92,16.5645,0.2957,0.4053
100,Rule-Based,Rule-Based_1200pcu_h,40,122.0,1.42,75,12,8,0.0031,0.0095,1.0931
100,Rule-Based,Rule-Based_1200pcu_h,39,122.06,1.61,75,12,8,0.0033,0.0095,1.1075
100,Rule-Based,Rule-Based_1200pcu_h,39,121.8,1.35,75,12,8,0.0031,0.0089,1.1311
100,Rule-Based,Rule-Based_2000pcu_h,116,127.64,3.02,140,0,12,0.0535,0.0239,0.6769
100,Rule-Based,Rule-Based_2000pcu_h,127,127.93,3.16,125,0,12,0.0194,0.0236,0.6483
100,Rule-Based,Rule-Based_2000pcu_h,127,127.86,3.09,125,0,12,0.0194,0.0236,0.646
100,Rule-Based,Rule-Based_2800pcu_h,92,126.17,5.03,223,8,17,0.0422,0.011,0.6357
100,Rule-Based,Rule-Based_2800pcu_h,92,126.23,5.08,241,8,16,0.0462,0.0133,0.6311
100,Rule-Based,Rule-Based_2800pcu_h,149,116.41,5.37,199,6,15,1.1009,0.0441,0.5749
100,Rule-Based,Rule-Based_3600pcu_h,95,132.3,6.33,404,2,28,0.2154,0.0197,0.5345
100,Rule-Based,Rule-Based_3600pcu_h,92,132.3,6.08,427,20,29,0.2081,0.0197,0.5432
100,Rule-Based,Rule-Based_3600pcu_h,100,130.38,6.42,403,6,31,0.0935,0.0097,0.5563
100,No-V2X,No-V2X_1200pcu_h,74,134.88,3.08,33,0,10,0.0,0.0,0.8766
100,No-V2X,No-V2X_1200pcu_h,75,132.61,2.33,42,0,13,0.0,0.0,0.9783
100,No-V2X,No-V2X_1200pcu_h,76,133.16,2.12,28,0,9,0.0,0.0,0.8501
100,No-V2X,No-V2X_2000pcu_h,128,135.47,5.24,45,2,17,0.0,0.0,0.7076
100,No-V2X,No-V2X_2000pcu_h,127,134.73,5.06,59,0,20,0.0,0.0,0.6968
100,No-V2X,No-V2X_2000pcu_h,126,135.13,4.57,52,0,16,0.0,0.0,0.6739
100,No-V2X,No-V2X_2800pcu_h,165,138.48,8.63,102,2,27,0.0,0.0,0.5943
100,No-V2X,No-V2X_2800pcu_h,171,137.41,7.86,106,0,27,0.0,0.0,0.6321
100,No-V2X,No-V2X_2800pcu_h,175,137.81,7.79,82,0,24,0.0,0.0,0.5337
100,No-V2X,No-V2X_3600pcu_h,207,144.97,14.92,122,2,41,0.0,0.0,0.5322
100,No-V2X,No-V2X_3600pcu_h,213,140.15,10.78,149,0,38,0.0,0.0,0.4977
100,No-V2X,No-V2X_3600pcu_h,219,141.21,11.2,127,0,31,0.0,0.0,0.469
100,DRL (PPO),DRL_PPO_1200pcu_h,74,135.39,3.58,28,0,10,0.0,0.0,0.8247
100,DRL (PPO),DRL_PPO_1200pcu_h,75,132.94,2.66,35,0,11,0.0,0.0,0.9051
100,DRL (PPO),DRL_PPO_1200pcu_h,76,133.26,2.21,27,0,9,0.0,0.0,0.8387
100,DRL (PPO),DRL_PPO_2000pcu_h,126,136.67,6.37,40,2,17,0.0,0.0,0.6947
100,DRL (PPO),DRL_PPO_2000pcu_h,126,135.16,5.45,50,0,17,0.0,0.0,0.6613
100,DRL (PPO),DRL_PPO_2000pcu_h,125,135.94,5.34,46,2,16,0.0,0.0,0.6529
100,DRL (PPO),DRL_PPO_2800pcu_h,164,140.49,10.54,51,2,27,0.0,0.0,0.5785
100,DRL (PPO),DRL_PPO_2800pcu_h,168,139.18,9.78,79,2,32,0.0,0.0,0.6579
100,DRL (PPO),DRL_PPO_2800pcu_h,173,138.98,8.94,60,0,26,0.0,0.0,0.5797
100,DRL (PPO),DRL_PPO_3600pcu_h,204,146.11,16.13,83,6,42,0.0,0.0,0.5034
100,DRL (PPO),DRL_PPO_3600pcu_h,205,143.42,14.23,80,0,41,0.0,0.0,0.4823
100,DRL (PPO),DRL_PPO_3600pcu_h,205,143.73,13.82,75,0,39,0.0,0.0,0.4792
